ID,메인분류,서브분류,상품명,가격,행사
a1,간편식사,샌드위치/햄버거,도)간장마늘고기구이,4900,2+1
a2,간편식사,샌드위치/햄버거,햄)마라스테이크버거,3500,2+1
a3,간편식사,샌드위치/햄버거,도)얼큰돈까스김치나베,6900,-30%
a4,간편식사,샌드위치/햄버거,도)모듬어묵탕,6900,2+1
a5,간편식사,샌드위치/햄버거,샌)망곰이의딸기샌드,3600,1+1
a6,간편식사,샌드위치/햄버거,주)3XL중화비빔삼각,1500,NULL
a7,간편식사,샌드위치/햄버거,샐)풀드포크샐러드,5900,-30%
a8,간편식사,샌드위치/햄버거,도)자이언트머스타드치킨,9900,1+1
a9,간편식사,샌드위치/햄버거,샐)눈꽃토마토샐러드,4800,-50%
a10,간편식사,샌드위치/햄버거,햄)그릴드치킨버거,3800,-30%
a11,간편식사,샌드위치/햄버거,샌)스윗스윗맛있구마,3400,-50%
a12,간편식사,샌드위치/햄버거,도)바삭오렌지치킨,6900,-30%
a13,간편식사,샌드위치/햄버거,샐)과카몰리부리또볼,5900,2+1
a14,간편식사,샌드위치/햄버거,샐)스노우볼바질샐러드,4800,-30%
a15,간편식사,샌드위치/햄버거,김)햄말이김치볶음참치,2000,NULL
a16,간편식사,샌드위치/햄버거,샌)로우쏭슬라이더,4200,1+1
a17,간편식사,샌드위치/햄버거,샌)페퍼로니에그토스트,3500,NULL
a18,간편식사,샌드위치/햄버거,면)바삭새우온소바,5600,NULL
a19,간편식사,샌드위치/햄버거,면)김치카츠나베우동,5600,NULL
a20,간편식사,샌드위치/햄버거,김)백종원뉴열탄제육김밥,3000,2+1
a21,간편식사,샌드위치/햄버거,햄)망곰이의꿀호떡버거,3400,-30%
a22,간편식사,샌드위치/햄버거,햄)국민새우버거,3500,-30%
a23,간편식사,샌드위치/햄버거,도)로스트닭가슴살덮밥,4700,NULL
a24,간편식사,샌드위치/햄버거,샐)로스트치킨버섯샐러드,5900,2+1
a25,간편식사,샌드위치/햄버거,김)멸추랑꼬마김밥,4500,2+1
a26,간편식사,샌드위치/햄버거,주)소금구이너비아니밥바,2300,NULL
a27,간편식사,샌드위치/햄버거,김)소금구이너비아니김밥,3000,NULL
a28,간편식사,샌드위치/햄버거,주)2XL간장바싹불고기,1600,2+1
a29,간편식사,샌드위치/햄버거,주)3XL뉴크랩참치마요,1700,1+1
a30,간편식사,샌드위치/햄버거,주)3XL뉴동원고추참치,1700,-30%
a31,간편식사,샌드위치/햄버거,김)백종원뉴비빔밥한줄,3000,1+1
a32,간편식사,샌드위치/햄버거,김)동원뉴고추참치김밥,3100,2+1
a33,간편식사,샌드위치/햄버거,김)고구마치즈돈까스김밥,3300,1+1
a34,간편식사,샌드위치/햄버거,도)치즈닭갈비고구마밥,5000,2+1
a35,간편식사,샌드위치/햄버거,샌)몽블랑크림샌드,3400,NULL
a36,간편식사,샌드위치/햄버거,샐)놀라운파스타샐러드,2300,2+1
a37,간편식사,샌드위치/햄버거,샐)놀라운계란샐러드,2500,-30%
a38,간편식사,샌드위치/햄버거,샐)놀라운치즈견과샐러드,2500,2+1
a39,간편식사,샌드위치/햄버거,샌)달콤맛있구마샌드,2800,2+1
a40,간편식사,샌드위치/햄버거,주)백종원뉴열탄불고기,1300,-70%
a41,간편식사,샌드위치/햄버거,도)백종원뉴바싹불고기,4700,-30%
a42,간편식사,샌드위치/햄버거,주)고추장멸치삼각,1300,NULL
a43,간편식사,샌드위치/햄버거,주)뉴김치제육,1400,-50%
a44,간편식사,샌드위치/햄버거,샐)놀라운치킨텐더샐러드,2500,2+1
a45,간편식사,샌드위치/햄버거,샐)놀라운양배추샐러드,2300,2+1
a46,간편식사,샌드위치/햄버거,도)자이언트달콤치킨,9900,-30%
a47,간편식사,샌드위치/햄버거,김)코난감자카레유부초밥,3800,2+1
a48,간편식사,샌드위치/햄버거,샌)대박나새우,3600,NULL
a49,간편식사,샌드위치/햄버거,햄)코난의혹의매운맛카레,3700,2+1
a50,간편식사,샌드위치/햄버거,주)코난햄감자카레삼각,1200,2+1
a51,간편식사,샌드위치/햄버거,도)코난의혹의매운맛카레,4600,1+1
a52,간편식사,샌드위치/햄버거,면)코난나폴리탄파스타,4900,NULL
a53,간편식사,샌드위치/햄버거,샐)두부계란샐러드,3800,NULL
a54,간편식사,샌드위치/햄버거,도)백종원뉴백반한판,4700,2+1
a55,간편식사,샌드위치/햄버거,샌)에그햄치즈모닝샌드,4000,NULL
a56,간편식사,샌드위치/햄버거,샐)닭가슴살쌀국수샐러드,5700,2+1
a57,간편식사,샌드위치/햄버거,김)백종원마라유부삼겹,3300,NULL
a58,간편식사,샌드위치/햄버거,도)백종원마라마파두부,5000,2+1
a59,간편식사,샌드위치/햄버거,김)백종원뉴우삼겹한줄,3000,-30%
a60,간편식사,샌드위치/햄버거,도)백종원마라탕,6900,-50%
a61,간편식사,샌드위치/햄버거,면)백종원마라볶음면,4900,2+1
a62,간편식사,샌드위치/햄버거,샌)멘치카츠샌드,3600,NULL
a63,간편식사,샌드위치/햄버거,햄)백종원의유린기버거,3900,-70%
a64,간편식사,샌드위치/햄버거,주)백종원뉴우삼겹,1300,NULL
a65,간편식사,샌드위치/햄버거,햄)반디오리지널버거,3800,2+1
a66,간편식사,샌드위치/햄버거,샐)고구마허브치킨샐러드,3800,-30%
a67,간편식사,샌드위치/햄버거,샐)리코타뮤즐리샐러드,3800,NULL
a68,간편식사,샌드위치/햄버거,샌)자이언트아삭참치,3900,2+1
a69,간편식사,샌드위치/햄버거,주)사과샐러드밥바,2400,-50%
a70,간편식사,샌드위치/햄버거,핫)데리야끼치킨우엉도그,3900,-30%
a71,간편식사,샌드위치/햄버거,샌)토마토햄치즈모닝샌드,4000,NULL
a72,간편식사,샌드위치/햄버거,도)자이언트매콤치킨,9900,2+1
a73,간편식사,샌드위치/햄버거,도)떠먹는페퍼로니피자,6900,2+1
a74,간편식사,샌드위치/햄버거,샌)자이언트갈릭치킨,4300,2+1
a75,간편식사,샌드위치/햄버거,면)트러플크림파스타,4500,NULL
a76,간편식사,샌드위치/햄버거,김)사과샐러드김밥,3000,2+1
a77,간편식사,샌드위치/햄버거,샐)트러플크림치즈샐러드,5700,-70%
a78,간편식사,샌드위치/햄버거,샌)바질가득치킨샌드,4900,-70%
a79,간편식사,샌드위치/햄버거,주)채식크럼블고추장,1200,-70%
a80,간편식사,샌드위치/햄버거,샌)자이언트치킨데리야끼,4300,-30%
a81,간편식사,도시락,도)간장마늘고기구이,4900,NULL
a82,간편식사,도시락,도)얼큰돈까스김치나베,6900,-30%
a83,간편식사,도시락,도)모듬어묵탕,6900,1+1
a84,간편식사,도시락,샐)풀드포크샐러드,5900,2+1
a85,간편식사,도시락,도)자이언트머스타드치킨,9900,-30%
a86,간편식사,도시락,샐)눈꽃토마토샐러드,4800,-30%
a87,간편식사,도시락,도)바삭오렌지치킨,6900,NULL
a88,간편식사,도시락,샐)과카몰리부리또볼,5900,NULL
a89,간편식사,도시락,샐)스노우볼바질샐러드,4800,NULL
a90,간편식사,도시락,면)바삭새우온소바,5600,-30%
a91,간편식사,도시락,면)김치카츠나베우동,5600,-50%
a92,간편식사,도시락,도)로스트닭가슴살덮밥,4700,NULL
a93,간편식사,도시락,샐)로스트치킨버섯샐러드,5900,NULL
a94,간편식사,도시락,도)치즈닭갈비고구마밥,5000,NULL
a95,간편식사,도시락,샐)놀라운파스타샐러드,2300,-30%
a96,간편식사,도시락,샐)놀라운계란샐러드,2500,1+1
a97,간편식사,도시락,샐)놀라운치즈견과샐러드,2500,-30%
a98,간편식사,도시락,도)백종원뉴바싹불고기,4700,-50%
a99,간편식사,도시락,샐)놀라운치킨텐더샐러드,2500,-50%
a100,간편식사,도시락,샐)놀라운양배추샐러드,2300,-50%
a101,간편식사,도시락,도)자이언트달콤치킨,9900,NULL
a102,간편식사,도시락,도)코난의혹의매운맛카레,4600,NULL
a103,간편식사,도시락,면)코난나폴리탄파스타,4900,-70%
a104,간편식사,도시락,샐)두부계란샐러드,3800,1+1
a105,간편식사,도시락,도)백종원뉴백반한판,4700,-30%
a106,간편식사,도시락,샐)닭가슴살쌀국수샐러드,5700,1+1
a107,간편식사,도시락,도)백종원마라마파두부,5000,-50%
a108,간편식사,도시락,도)백종원마라탕,6900,2+1
a109,간편식사,도시락,면)백종원마라볶음면,4900,2+1
a110,간편식사,도시락,샐)고구마허브치킨샐러드,3800,-50%
a111,간편식사,도시락,샐)리코타뮤즐리샐러드,3800,NULL
a112,간편식사,도시락,도)자이언트매콤치킨,9900,2+1
a113,간편식사,도시락,도)떠먹는페퍼로니피자,6900,1+1
a114,간편식사,도시락,면)트러플크림파스타,4500,NULL
a115,간편식사,도시락,샐)트러플크림치즈샐러드,5700,NULL
a116,간편식사,도시락,도)채식카츠정식,5000,2+1
a117,간편식사,도시락,면)얼큰뚝배기파스타,4900,2+1
a118,간편식사,도시락,도)채식버섯잡채밥,4300,-30%
a119,간편식사,도시락,도)백종원뉴고기2배정식,5000,2+1
a120,간편식사,도시락,도)고추장가브리살덮밥,4800,2+1
a121,간편식사,도시락,도)한가위돼지구이정식,6900,2+1
a122,간편식사,도시락,샐)탄두리치킨샐러드,6600,1+1
a123,간편식사,도시락,도)백종원뉴매콤불고기,5000,2+1
a124,간편식사,도시락,도)백종원뉴열탄제육정식,4500,-30%
a125,간편식사,도시락,도)나혼자모둠전,5900,-70%
a126,간편식사,도시락,면)육즙가득미트볼파스타,4800,1+1
a127,간편식사,도시락,도)육즙가득미트볼정식,5800,1+1
a128,간편식사,도시락,도)미트볼그라탕,6900,-30%
a129,간편식사,도시락,샐)닭가슴살메밀면샐러드,5400,2+1
a130,간편식사,도시락,도)매콤불고기파스타정식,5500,NULL
a131,간편식사,도시락,도)시그니처소불고기정식,5500,NULL
a132,간편식사,도시락,도)시그니처양념치킨정식,5500,-30%
a133,간편식사,도시락,면)쉬림프카레우동,4900,NULL
a134,간편식사,도시락,면)매콤짜장면,4900,NULL
a135,간편식사,도시락,도)자이언트양푼비빔밥,6900,-70%
a136,간편식사,도시락,샐)자이언트닭구마샐러드,6900,NULL
a137,간편식사,도시락,샐)자이언트파스타샐러드,6500,NULL
a138,간편식사,도시락,면)통소세지로제파스타,4600,2+1
a139,간편식사,도시락,면)베이컨치즈까르보나라,4600,-50%
a140,간편식사,도시락,도)치즈가득등심돈까스,6900,-30%
a141,간편식사,도시락,도)데리야끼꼬치모둠,6900,-70%
a142,간편식사,도시락,도)시그니처중화비빔밥제,4300,NULL
a143,간편식사,도시락,도)백종원부대볶음정식,4900,-30%
a144,간편식사,도시락,샐)탄단지포크플래터볼,5200,-30%
a145,간편식사,도시락,도)시그니처중화비빔밥,4300,-50%
a146,간편식사,도시락,도)시그니처매콤짜장덮밥,4300,-30%
a147,간편식사,도시락,샐)탄단지데리야끼치킨볼,5200,1+1
a148,간편식사,도시락,샐)탄단지치킨나초볼,5200,NULL
a149,간편식사,도시락,도)한돈듬뿍김치제육,4200,NULL
a150,간편식사,도시락,면)나폴리탄소시지파스타,4200,1+1
a151,간편식사,도시락,면)미트볼로제치즈파스타,4600,2+1
a152,간편식사,도시락,샐)닭가슴살단호박샐러드,4900,-50%
a153,간편식사,도시락,샐)살사푸실리고구마샐러,4900,2+1
a154,간편식사,도시락,샐)뉴치킨찹찹샐러드,3800,NULL
a155,간편식사,도시락,샐)뉴흑임자치킨샐러드,3800,1+1
a156,간편식사,도시락,샐)뉴에그가먼저닭샐러드,3800,2+1
a157,간편식사,도시락,면)반반함박토마토파스타,4900,NULL
a158,간편식사,도시락,도)자이언트고추마요치킨,9900,2+1
a159,간편식사,도시락,도)스팸돈까스정식,4900,NULL
a160,간편식사,도시락,샐)훈제오리보양샐러드,5600,NULL
a161,간편식사,주먹밥/김밥,햄)마라스테이크버거,3500,-30%
a162,간편식사,주먹밥/김밥,샌)망곰이의딸기샌드,3600,-50%
a163,간편식사,주먹밥/김밥,햄)그릴드치킨버거,3800,2+1
a164,간편식사,주먹밥/김밥,샌)스윗스윗맛있구마,3400,-30%
a165,간편식사,주먹밥/김밥,샌)로우쏭슬라이더,4200,2+1
a166,간편식사,주먹밥/김밥,샌)페퍼로니에그토스트,3500,NULL
a167,간편식사,주먹밥/김밥,햄)망곰이의꿀호떡버거,3400,2+1
a168,간편식사,주먹밥/김밥,햄)국민새우버거,3500,NULL
a169,간편식사,주먹밥/김밥,샌)몽블랑크림샌드,3400,-50%
a170,간편식사,주먹밥/김밥,샌)달콤맛있구마샌드,2800,NULL
a171,간편식사,주먹밥/김밥,샌)대박나새우,3600,2+1
a172,간편식사,주먹밥/김밥,햄)코난의혹의매운맛카레,3700,NULL
a173,간편식사,주먹밥/김밥,샌)에그햄치즈모닝샌드,4000,2+1
a174,간편식사,주먹밥/김밥,샌)멘치카츠샌드,3600,NULL
a175,간편식사,주먹밥/김밥,햄)백종원의유린기버거,3900,1+1
a176,간편식사,주먹밥/김밥,햄)반디오리지널버거,3800,2+1
a177,간편식사,주먹밥/김밥,샌)자이언트아삭참치,3900,-30%
a178,간편식사,주먹밥/김밥,핫)데리야끼치킨우엉도그,3900,1+1
a179,간편식사,주먹밥/김밥,샌)토마토햄치즈모닝샌드,4000,-30%
a180,간편식사,주먹밥/김밥,샌)자이언트갈릭치킨,4300,NULL
a181,간편식사,주먹밥/김밥,샌)바질가득치킨샌드,4900,2+1
a182,간편식사,주먹밥/김밥,샌)자이언트치킨데리야끼,4300,-50%
a183,간편식사,주먹밥/김밥,샌)자이언트디럭스통밀햄,3900,-70%
a184,간편식사,주먹밥/김밥,햄)채식카츠버거,3600,NULL
a185,간편식사,주먹밥/김밥,햄)한돈버거매쉬포테이토,3800,NULL
a186,간편식사,주먹밥/김밥,샌)채식모타델라루꼴라,4700,NULL
a187,간편식사,주먹밥/김밥,햄)뉴탑티어통닭다리살,3500,2+1
a188,간편식사,주먹밥/김밥,햄)하인즈버거,4000,1+1
a189,간편식사,주먹밥/김밥,샌)아몬드카라멜베이글,4900,2+1
a190,간편식사,주먹밥/김밥,햄)스위트함박버거,3600,-30%
a191,간편식사,주먹밥/김밥,샌)스위트어니언베이글,4900,1+1
a192,간편식사,주먹밥/김밥,샌)베리베리베이글,4900,NULL
a193,간편식사,주먹밥/김밥,핫)크리미미트볼핫도그,3800,NULL
a194,간편식사,주먹밥/김밥,샌)Fresh시저치킨랩,5200,NULL
a195,간편식사,주먹밥/김밥,샌)Fresh치폴레치킨랩,5200,NULL
a196,간편식사,주먹밥/김밥,샌)뚱실에그&참치,3400,NULL
a197,간편식사,주먹밥/김밥,햄)볼륨UP새치버거,4200,-30%
a198,간편식사,주먹밥/김밥,샌)초당옥수수크림샌드,3000,-70%
a199,간편식사,주먹밥/김밥,샌)뚱실에그&치킨,3400,2+1
a200,간편식사,주먹밥/김밥,햄)볼륨UP햄치버거,4000,NULL
a201,간편식사,주먹밥/김밥,샌)뚱실에그&햄감자,3400,-50%
a202,간편식사,주먹밥/김밥,햄)볼륨UP불불버거,3400,NULL
a203,간편식사,주먹밥/김밥,햄)국민불고기버거,3000,2+1
a204,간편식사,주먹밥/김밥,햄)고추마요통살치킨,3900,NULL
a205,간편식사,주먹밥/김밥,샌)그릴드치킨월넛샌드,3000,-50%
a206,간편식사,주먹밥/김밥,햄)훈제목살버거,3500,NULL
a207,간편식사,주먹밥/김밥,샌)꽃카포슬감자샌드,3400,NULL
a208,간편식사,주먹밥/김밥,샌)와이파이반미샌드,4800,-70%
a209,간편식사,주먹밥/김밥,샌)어니언포테이토샌드,3000,2+1
a210,간편식사,주먹밥/김밥,햄)불케이노버거,3800,NULL
a211,간편식사,주먹밥/김밥,샌)꽃카콘에그샌드,3400,NULL
a212,간편식사,주먹밥/김밥,샌)안기준의햄샌드,3200,2+1
a213,간편식사,주먹밥/김밥,샌)스팸폭신에그샌드,3400,NULL
a214,간편식사,주먹밥/김밥,햄)스팸에그버거,3200,2+1
a215,간편식사,주먹밥/김밥,샌)뚱실사라다샌드,3400,NULL
a216,간편식사,주먹밥/김밥,샌)미피의햄코울슬로,3200,2+1
a217,간편식사,주먹밥/김밥,샌)뚱실햄에그,3400,2+1
a218,간편식사,주먹밥/김밥,햄)백종원치즈함박,3600,2+1
a219,간편식사,주먹밥/김밥,햄)베이컨에그모닝머핀,2900,-50%
a220,간편식사,주먹밥/김밥,샌)뉴대만식연유,2600,2+1
a221,간편식사,주먹밥/김밥,햄)한돈버거더클래식,3800,2+1
a222,간편식사,주먹밥/김밥,햄)점보치즈불고기버거,2800,-30%
a223,간편식사,주먹밥/김밥,햄)뉴빅클래식불고기버거,3400,1+1
a224,간편식사,주먹밥/김밥,샌)하프&하프샌드,3200,2+1
a225,간편식사,주먹밥/김밥,샌)통밀햄,3300,1+1
a226,간편식사,주먹밥/김밥,샌)햄에그치즈,3300,NULL
a227,간편식사,주먹밥/김밥,샌)통밀베이컨,3300,2+1
a228,간편식사,주먹밥/김밥,핫)아메리칸핫도그,3400,2+1
a229,간편식사,주먹밥/김밥,핫)리치리치콘치즈,3600,-70%
a230,간편식사,주먹밥/김밥,샌)햄감자샐러드,3200,2+1
a231,간편식사,주먹밥/김밥,샌)에그포테이토,3300,NULL
a232,간편식사,주먹밥/김밥,햄)K오리지널불고기버거,3500,NULL
a233,간편식사,주먹밥/김밥,햄)뉴상하이스파이시버거,2800,-30%
a234,간편식사,주먹밥/김밥,햄)에그불고기치즈햄버거,2800,1+1
a235,간편식사,주먹밥/김밥,햄)딥치즈베이컨햄버거,2800,1+1
a236,간편식사,주먹밥/김밥,샌)에그고소햄샌드,2500,NULL
a237,간편식사,주먹밥/김밥,샌)케이준치킨샌드,2800,NULL
a238,간편식사,주먹밥/김밥,샌)에그슬라이스샌드,2800,-30%
a239,간편식사,주먹밥/김밥,샌)크래프트치즈딸기샌드,2800,2+1
a240,간편식사,주먹밥/김밥,샌)BELT샌드,2800,NULL
b1,즉석조리,베이커리,튀김)단팥붕어빵N,900,NULL
b2,즉석조리,베이커리,튀김)슈크림붕어빵N,900,2+1
b3,즉석조리,베이커리,튀김)자이언트치킨BOX,11500,NULL
b4,즉석조리,베이커리,튀김)뉴곰돌이치킨바N,1300,NULL
b5,즉석조리,베이커리,튀김)닭다리순살꼬치N,2000,-70%
b6,즉석조리,베이커리,튀김)닭다리순살꼬치매콤N,2000,1+1
b7,즉석조리,베이커리,튀김)매콤가라아게꼬치N,2000,2+1
b8,즉석조리,베이커리,튀김)가라아게꼬치N,2000,2+1
b9,즉석조리,베이커리,튀김)치킨텐더꼬치N,1800,NULL
b10,즉석조리,베이커리,튀김)후라이드닭다리N,2300,-30%
b11,즉석조리,베이커리,튀김)두가지맛치즈스틱N,1500,-30%
b12,즉석조리,베이커리,도너츠)딸기츄잉도넛N,1200,2+1
b13,즉석조리,베이커리,튀김)더블핫순살넓적다리N,2300,2+1
b14,즉석조리,베이커리,도너츠)초코보스톤N,1200,1+1
b15,즉석조리,베이커리,도너츠)딸기보스톤N,1200,NULL
b16,즉석조리,베이커리,튀김)뉴자이언트지파이N,2900,NULL
b17,즉석조리,베이커리,튀김)매콤핫닭다리N,2600,-70%
b18,즉석조리,베이커리,도너츠)초코후로스트N,1100,-70%
b19,즉석조리,베이커리,도너츠)초코케익글레이즈N,1200,2+1
b20,즉석조리,베이커리,큐로)일리인텐소250g,17000,NULL
b21,즉석조리,베이커리,일리ICE아메리카노XL,2200,NULL
b22,즉석조리,베이커리,일리HOT아메리카노L,2500,2+1
b23,즉석조리,베이커리,GET아이스아메리카노벤티,1300,-30%
b24,즉석조리,베이커리,튀김)5마리통새우꼬치N,1800,-50%
b25,즉석조리,베이커리,도너츠)스위트츄잉도넛N,1200,NULL
b26,즉석조리,베이커리,도너츠)올드글레이즈N,1200,1+1
b27,즉석조리,베이커리,즉석빵)브리오슈크로아상N,1500,NULL
b28,즉석조리,베이커리,즉석빵)초코칩브리오슈N,1400,2+1
b29,즉석조리,베이커리,즉석빵)딸기피치브리오슈N,1400,-50%
b30,즉석조리,베이커리,즉석빵)팡오쇼콜라N,1400,2+1
b31,즉석조리,베이커리,도너츠)바바리안필드N,1200,-30%
b32,즉석조리,베이커리,도너츠)스트로베리필드N,1200,2+1
b33,즉석조리,베이커리,튀김)바삭매콤순살꼬치N,2000,-70%
b34,즉석조리,베이커리,튀김)바삭순살치킨꼬치N,2000,-30%
b35,즉석조리,베이커리,튀김)치즈휴게소소시지바N,2400,1+1
b36,즉석조리,베이커리,튀김)휴게소소시지바N,2400,2+1
b37,즉석조리,베이커리,튀김)소떡소떡N,1800,-50%
b38,즉석조리,베이커리,즉석빵)우유크림소보로N,1800,1+1
b39,즉석조리,베이커리,즉석빵)땅콩크림샌드N,1600,1+1
b40,즉석조리,베이커리,즉석빵)우유크림샌드N,1600,NULL
b41,즉석조리,베이커리,즉석빵)딸기크림샌드N,1600,NULL
b42,즉석조리,베이커리,튀김)얇은피닭날개N,2600,2+1
b43,즉석조리,베이커리,튀김)얇은피닭다리N,2600,2+1
b44,즉석조리,베이커리,튀김)얇은피넓적다리N,2600,-30%
b45,즉석조리,베이커리,뉴get커피블렌드500g,17000,1+1
b46,즉석조리,베이커리,튀김)가마로강정꼬치매콤N,2300,-30%
