ID,메인분류,서브분류,상품명,가격,행사
c161,과자류,스낵/비스켓,엠즈)루돌프모카케이크,6900,NULL
c162,과자류,스낵/비스켓,엠즈)눈사람우유케이크,6900,2+1
c163,과자류,스낵/비스켓,피오레)생딸기케이크,3800,-30%
c164,과자류,스낵/비스켓,이웃집)고구마크룽지,1900,-30%
c165,과자류,스낵/비스켓,삼립)허쉬레이어드케익,6800,2+1
c166,과자류,스낵/비스켓,삼립)허쉬초코베리롤케익,4900,NULL
c167,과자류,스낵/비스켓,삼립)아톰우피파이,1800,-30%
c168,과자류,스낵/비스켓,삼립)아톰딸기마블케익,1800,NULL
c169,과자류,스낵/비스켓,삼립)아톰라즈베리팡,1800,2+1
c170,과자류,스낵/비스켓,삼립)아톰모카롤케익,1800,NULL
c171,과자류,스낵/비스켓,조이)망곰이초코마카롱,3800,NULL
c172,과자류,스낵/비스켓,405)피넛크림소보로빵,2300,1+1
c173,과자류,스낵/비스켓,조이)망곰이딸기마카롱,3800,NULL
c174,과자류,스낵/비스켓,참조은)바스크치즈케이크,2700,1+1
c175,과자류,스낵/비스켓,벨리)앙꼬라즈베리도넛,2900,NULL
c176,과자류,스낵/비스켓,연세)녹차초코생크림컵,4200,2+1
c177,과자류,스낵/비스켓,삼립)허쉬초코칩머핀,2200,2+1
c178,과자류,스낵/비스켓,405)오리지널통단팥빵,2300,NULL
c179,과자류,스낵/비스켓,엠즈)매일우유오트소금롤,3900,2+1
c180,과자류,스낵/비스켓,유라가)밤생크림찹쌀떡,3000,1+1
c181,과자류,스낵/비스켓,삼립)꿀고구마쿠키,1500,1+1
c182,과자류,스낵/비스켓,삼립)호구마샌드,1800,2+1
c183,과자류,스낵/비스켓,엠즈)생크림리얼브라우니,5100,2+1
c184,과자류,스낵/비스켓,엠즈)생크림바스크케이크,5100,-30%
c185,과자류,스낵/비스켓,유라가)알감자찰떡꼬치,3500,-30%
c186,과자류,스낵/비스켓,삼립)씨앗호떡쿠키,1500,-50%
c187,과자류,스낵/비스켓,삼립)제주당근크럼블케익,3500,2+1
c188,과자류,스낵/비스켓,405)스위트시나몬롤,2300,-30%
c189,과자류,스낵/비스켓,405)애플크럼블시나몬롤,2300,-50%
c190,과자류,스낵/비스켓,삼립)포켓몬갈릭치킨호빵,2200,-50%
c191,과자류,스낵/비스켓,삼립)포켓몬제육볶음호빵,2200,1+1
c192,과자류,스낵/비스켓,삼립)포켓몬딸기크림샌드,2200,NULL
c193,과자류,스낵/비스켓,삼립)제주당근큐브케익,3500,2+1
c194,과자류,스낵/비스켓,삼립)23떡볶이호빵3입,4800,-70%
c195,과자류,스낵/비스켓,삼립)23떡볶이호빵,1600,-50%
c196,과자류,스낵/비스켓,405)소프트롤링스윗허니,1800,2+1
c197,과자류,스낵/비스켓,유라가)고구마찰떡꼬치,3500,1+1
c198,과자류,스낵/비스켓,삼립)포켓몬초코카스테라,2500,-70%
c199,과자류,스낵/비스켓,삼립)23미트파이호빵3입,4500,2+1
c200,과자류,스낵/비스켓,삼립)23미트파이호빵,1500,NULL
c201,과자류,스낵/비스켓,참조은)고구마롤케이크,3600,NULL
c202,과자류,스낵/비스켓,대두)고구마찰떡,2000,2+1
c203,과자류,스낵/비스켓,삼립)미니니콩고물롤케익,4900,NULL
c204,과자류,스낵/비스켓,삼립)아시나요크림떡,2000,NULL
c205,과자류,스낵/비스켓,삼립)보름달인절미,1600,2+1
c206,과자류,스낵/비스켓,참조은)케로로고구마호빵,2200,NULL
c207,과자류,스낵/비스켓,연세)마롱생크림빵,3500,NULL
c208,과자류,스낵/비스켓,유라가)초코탕후루찰떡,2900,NULL
c209,과자류,스낵/비스켓,삼립)몽블랑밤카스테라,2800,-50%
c210,과자류,스낵/비스켓,삼립)몽블랑밤크림케익,3500,NULL
c211,과자류,스낵/비스켓,삼립)23김치호빵3입,4800,2+1
c212,과자류,스낵/비스켓,삼립)미니니고추잡채호빵,2000,-50%
c213,과자류,스낵/비스켓,삼립)합격기원3색찹쌀떡,9900,NULL
c214,과자류,스낵/비스켓,삼립)23김치호빵,1600,-30%
c215,과자류,스낵/비스켓,참조은)케로로감자호빵,2200,NULL
c216,과자류,스낵/비스켓,삼립)23고기호빵3입,4500,-30%
c217,과자류,스낵/비스켓,삼립)치즈촤르륵호빵,2200,2+1
c218,과자류,스낵/비스켓,삼립)미니니듀얼데니쉬,2000,2+1
c219,과자류,스낵/비스켓,삼립)23고기호빵,1500,2+1
c220,과자류,스낵/비스켓,짱구)초코빅마카롱,2200,-30%
c221,과자류,스낵/비스켓,고대)크림파이화이트베리,3200,-50%
c222,과자류,스낵/비스켓,삼립)포켓몬밀크초코슈,2000,-70%
c223,과자류,스낵/비스켓,롯데)느린마을팥크림빵,3000,NULL
c224,과자류,스낵/비스켓,롯데)느린마을쌀슈크림빵,3000,1+1
c225,과자류,스낵/비스켓,참조은)케로로단호박호빵,2200,2+1
c226,과자류,스낵/비스켓,이웃집)황치즈크룽지,1800,-50%
c227,과자류,스낵/비스켓,이웃집)말차약과쿠키,2700,NULL
c228,과자류,스낵/비스켓,삼립)미니니부들부들샌드,2000,1+1
c229,과자류,스낵/비스켓,삼립)미니니땅콩미니샌드,2400,1+1
c230,과자류,스낵/비스켓,삼립)23피자호빵,1500,NULL
c231,과자류,스낵/비스켓,삼립)23야채호빵,1500,1+1
c232,과자류,스낵/비스켓,405)크럼블딸기잼쿠키,2200,2+1
c233,과자류,스낵/비스켓,405)쿠키칩스더블쿠키,2200,-30%
c234,과자류,스낵/비스켓,405)솔티드월넛쿠키,2200,2+1
c235,과자류,스낵/비스켓,짱구)폭신미니우유슈3입,2700,NULL
c236,과자류,스낵/비스켓,짱구)쿠키크림빅마카롱,2200,1+1
c237,과자류,스낵/비스켓,연세)황치즈생크림빵,3300,2+1
c238,과자류,스낵/비스켓,삼립)포켓몬크리미팥호빵,2000,-30%
c239,과자류,스낵/비스켓,삼립)포켓몬우유호빵,2000,-30%
c240,과자류,스낵/비스켓,삼립)미니니황치즈호빵,2000,1+1
d1,아이스크림,아이스크림,라벨리)생초코바,2500,-30%
d2,아이스크림,아이스크림,프레시)서울우유밀꾸즈,2900,-30%
d3,아이스크림,아이스크림,라라스윗)바닐라초코바,3300,-30%
d4,아이스크림,아이스크림,라라스윗)초콜릿초코바,3300,-50%
d5,아이스크림,아이스크림,서주)미니니녹차우유샌드,2500,2+1
d6,아이스크림,아이스크림,해태)커피마루샌드,2200,NULL
d7,아이스크림,아이스크림,서주)미니니초코모나카,2500,-30%
d8,아이스크림,아이스크림,동그린)망고코코넛포멜로,14900,-30%
d9,아이스크림,아이스크림,빙그레)끌레솔티바닐파인,14900,2+1
d10,아이스크림,아이스크림,빙그레)끌레밀크티파인트,14900,2+1
d11,아이스크림,아이스크림,초코)초코비파인트,12400,NULL
d12,아이스크림,아이스크림,서주)딸기치즈케이크도넛,2000,1+1
d13,아이스크림,아이스크림,라라스윗)쌀모나카,3300,NULL
d14,아이스크림,아이스크림,빙그레)빵또아초코쿠앤크,2200,1+1
d15,아이스크림,아이스크림,빙그레)슈크림붕어싸만코,2200,-50%
d16,아이스크림,아이스크림,해태)부라보콘피스타치오,2200,-50%
d17,아이스크림,아이스크림,하겐)체스트넛미니컵,5900,2+1
d18,아이스크림,아이스크림,하겐)피스타치오미니컵,5900,NULL
d19,아이스크림,아이스크림,하겐)체스트넛파인트,15900,1+1
d20,아이스크림,아이스크림,하겐)피스타치오파인트,15900,1+1
d21,아이스크림,아이스크림,서주)1000샌드밀크,1000,1+1
d22,아이스크림,아이스크림,빙그레)슈퍼콘초코바나나,2200,-30%
d23,아이스크림,아이스크림,빙그레)끌레끼리치즈멀티,14900,1+1
d24,아이스크림,아이스크림,제스)덴마크초코초코콘,2500,NULL
d25,아이스크림,아이스크림,삼우)1000모나카초코,1000,1+1
d26,아이스크림,아이스크림,빙그레)비비빅흑임자,1800,2+1
d27,아이스크림,아이스크림,에스카)프로틴스쿱초코,3900,NULL
d28,아이스크림,아이스크림,에스카)프로틴스쿱밀크,3900,-70%
d29,아이스크림,아이스크림,동그린)혀땳은앙꼬바,1800,NULL
d30,아이스크림,아이스크림,프레시)서울우유밀크바,1800,-30%
d31,아이스크림,아이스크림,빙그레)초코붕어싸만코,2200,-30%
d32,아이스크림,아이스크림,삼우)1000콘초코바닐라,1000,1+1
d33,아이스크림,아이스크림,나뚜루)넛츠크림커피파인,14900,NULL
d34,아이스크림,아이스크림,나뚜루)넛츠크림커피컵,4800,-50%
d35,아이스크림,아이스크림,나뚜루)넛츠크림커피바,4800,NULL
d36,아이스크림,아이스크림,빙그레)엔초바,2200,2+1
d37,아이스크림,아이스크림,나뚜루)치즈라즈베리파인,14900,NULL
d38,아이스크림,아이스크림,서주)비타500아이스쿨,3000,-70%
d39,아이스크림,아이스크림,서주)비타500아이스튜브,1800,NULL
d40,아이스크림,아이스크림,라라스윗)생우유파인트,8900,NULL
d41,아이스크림,아이스크림,라벨리)더블팅,1800,-50%
d42,아이스크림,아이스크림,IEK)그루비초콜릿바,3900,-30%
d43,아이스크림,아이스크림,IEK)그루비카라멜아몬드바,3900,NULL
d44,아이스크림,아이스크림,라라스윗)팥모나카,3300,2+1
d45,아이스크림,아이스크림,엠즈)폴바셋카라멜파인트,13900,2+1
d46,아이스크림,아이스크림,제스)모구모구리치요거바,2200,2+1
d47,아이스크림,아이스크림,빙그레)요맘때딸기홈,9800,-30%
d48,아이스크림,아이스크림,라벨리)청도홍시빙수,3500,1+1
d49,아이스크림,아이스크림,빙그레)메로나망고,1500,-50%
d50,아이스크림,아이스크림,해태)폴라포매실,1800,-50%
d51,아이스크림,아이스크림,해태)레모나아이스,2200,-50%
d52,아이스크림,아이스크림,삼우)서울앵무새모나카,2500,NULL
d53,아이스크림,아이스크림,라라스윗)초콜릿빵샌드,3300,NULL
d54,아이스크림,아이스크림,라라스윗)생우유빵샌드,3300,2+1
d55,아이스크림,아이스크림,롯데)제로밀크소프트콘,2500,2+1
d56,아이스크림,아이스크림,롯데)제로밀크모나카,2500,2+1
d57,아이스크림,아이스크림,삼우)1000콘초코,1000,NULL
d58,아이스크림,아이스크림,삼우)1000콘바닐라,1000,2+1
d59,아이스크림,아이스크림,서주)나바나나,400,-70%
d60,아이스크림,아이스크림,해태)우유마루홈,7600,-50%
d61,아이스크림,아이스크림,서주)레어케이크,2500,-70%
d62,아이스크림,아이스크림,빙그레)따옴바포도,2000,-70%
d63,아이스크림,아이스크림,빙그레)따옴바파인애플,2000,NULL
d64,아이스크림,아이스크림,해태)빅치즈마루홈,9800,2+1
d65,아이스크림,아이스크림,밥스누)약콩크런치초코바,2500,NULL
d66,아이스크림,아이스크림,동학)빅구슬밀크카라멜,1800,2+1
d67,아이스크림,아이스크림,라벨리)이정도는약과지바,1800,NULL
d68,아이스크림,아이스크림,해태)쌍쌍바메로나,1500,1+1
d69,아이스크림,아이스크림,서주)소금바닐라샌드,2500,NULL
d70,아이스크림,아이스크림,해태)레모나바,1800,-30%
d71,아이스크림,아이스크림,빙그레)비비빅바밤바,1500,1+1
d72,아이스크림,아이스크림,삼우)밀탑팥엔밀크바,1500,NULL
d73,아이스크림,아이스크림,서주)피치리치바,1500,-50%
d74,아이스크림,아이스크림,빙그레)쿠앤크카라멜바,1500,1+1
d75,아이스크림,아이스크림,빙그레)그라시아카라멜홈,9800,2+1
d76,아이스크림,아이스크림,하겐)딸기마카롱바,5900,1+1
d77,아이스크림,아이스크림,하겐)딸기마카롱미니컵,5900,1+1
d78,아이스크림,아이스크림,하겐)초코마카롱미니컵,5900,NULL
d79,아이스크림,아이스크림,하겐)딸기마카롱파인트,15900,NULL
d80,아이스크림,아이스크림,하겐)초코마카롱파인트,15900,NULL
e1,식품,식재료,팜스)해장라면간편채소50,1000,-30%
e2,식품,식재료,팜스)얼큰라면간편채소50,1000,NULL
e3,식품,식재료,HEYROO찐만두득템고기180g,1900,-30%
e4,식품,식재료,자이언트)마라라볶이컵,3900,2+1
e5,식품,식재료,은하)숙성우럭회,13900,NULL
e6,식품,식재료,태경)야땡매운양념소곱창,8900,NULL
e7,식품,식재료,태경)야땡마늘양념특양,8900,-30%
e8,식품,식재료,해성)설향딸기500g,15900,-30%
e9,식품,식재료,해성)타이벡감귤1.5kg,9900,2+1
e10,식품,식재료,편키트랩)신림동백순대,8900,NULL
e11,식품,식재료,한울)참맛치킨무230g,900,-30%
e12,식품,식재료,한울)참맛오이피클80g,900,NULL
e13,식품,식재료,선해)피쉬팝칠리맛35g,3600,NULL
e14,식품,식재료,조인)탱글란2구,2400,NULL
e15,식품,식재료,CJ)육공육등심슬라이스90g,6900,2+1
e16,식품,식재료,CJ)육공육이탈리안80g,6900,NULL
e17,식품,식재료,풀무원)생물만두250g*3,10000,2+1
e18,식품,식재료,신세계)호만두마라교자210,4400,NULL
e19,식품,식재료,신세계)호만두명란교자210,4400,1+1
e20,식품,식재료,신세계)호만두짬뽕교자210,4400,2+1
e21,식품,식재료,자이언트)마라떡볶이컵,3600,NULL
e22,식품,식재료,짱구)고기듬뿍차슈덮밥,6900,NULL
e23,식품,식재료,편키트랩)마라누들떡볶이,8900,-70%
e24,식품,식재료,해성)블랙스윗토마토450g,8500,NULL
e25,식품,식재료,티엠)정꼬꼬핫칠리30g,4300,2+1
e26,식품,식재료,티엠)정꼬꼬사워크림30g,4300,NULL
e27,식품,식재료,구스)스파이시BBQ롱소시지,2500,NULL
e28,식품,식재료,KKMC)제주골드키위4입,6400,NULL
e29,식품,식재료,CJ)백설카파오무쌉소스,4900,-30%
e30,식품,식재료,CJ)백설치킨마크니커리,4900,-30%
e31,식품,식재료,CJ)육공육잠봉슬라이스80g,6900,2+1
e32,식품,식재료,CJ)육공육허브후랑크360g,9900,NULL
e33,식품,식재료,CJ)스팸닭가슴살200g,6200,-50%
e34,식품,식재료,머거본)푸린딸기아몬드,5900,-30%
e35,식품,식재료,머거본)피카츄허니버터,5900,NULL
e36,식품,식재료,한일)매운김치우동,3500,NULL
e37,식품,식재료,구스)블랙페퍼버팔로스틱,8900,1+1
e38,식품,식재료,삼립)하이면고추우동2인,8000,1+1
e39,식품,식재료,삼립)하이면감태칼국수2인,8000,NULL
e40,식품,식재료,사조)꼬꼬봉크림치즈30g,1600,-30%
e41,식품,식재료,오뚜기)토마토소스,6500,NULL
e42,식품,식재료,사조)해표꽃소금500g,1800,2+1
e43,식품,식재료,CJ)백설참기름330ml,11900,-30%
e44,식품,식재료,매일)더블업체다10매입,7500,NULL
e45,식품,식재료,짱구)속풀리는김치칼국수,5500,2+1
e46,식품,식재료,산리오)시나모롤마라납당,4800,NULL
e47,식품,식재료,산리오)쿠로미의짬뽕납당,4800,1+1
e48,식품,식재료,해성)완숙토마토3입,3600,-50%
e49,식품,식재료,싱싱상생)알뜰사과1kg,8900,-50%
e50,식품,식재료,하림)얼큰닭육수쌀라면,1900,NULL
e51,식품,식재료,하림)맑은닭육수쌀라면,1900,2+1
e52,식품,식재료,팔도한끼)경양식함박덮밥,6900,NULL
e53,식품,식재료,코주부)징기스칸육포30g,4400,-30%
e54,식품,식재료,정화)페스츄리오징어65g,5900,2+1
e55,식품,식재료,한일)가쓰오우동곱빼기,3700,2+1
e56,식품,식재료,한일)유부듬뿍해물칼국수,3700,2+1
e57,식품,식재료,오뚜기)열튀김우동컵,2000,NULL
e58,식품,식재료,오뚜기)얼큰순대국밥,8500,2+1
e59,식품,식재료,오뚜기)얼큰돼지국밥,8500,NULL
e60,식품,식재료,동서)모카골드믹스200T,29800,NULL
e61,식품,식재료,미트뱅크)간장맛닭갈비350,6000,-50%
e62,식품,식재료,신화)잘구운아귀포70g,6500,NULL
e63,식품,식재료,해성)맛있는단감5입(봉),5500,-30%
e64,식품,식재료,하림)푸디버디소고기뭇국,4400,2+1
e65,식품,식재료,하림)푸디버디미역국,4400,1+1
e66,식품,식재료,씨엔)제주감귤1kg,5200,NULL
e67,식품,식재료,팔도한끼)간장족발덮밥,6500,2+1
e68,식품,식재료,호가든)크림후실리파스타,4300,-50%
e69,식품,식재료,호가든)로제후실리파스타,4300,-30%
e70,식품,식재료,구스)블랙페퍼킬바사200g,6200,1+1
e71,식품,식재료,HEYROO김득템20봉,4750,NULL
e72,식품,식재료,CJ)닭가슴살순살케이준100,4500,NULL
e73,식품,식재료,풀무원)생청국장190g,3600,1+1
e74,식품,식재료,동원)맛참고소맛135g*4입,12900,2+1
e75,식품,식재료,동원)고추참치135g*4입,12900,NULL
e76,식품,식재료,동원)살코기참치135g*4입,12900,NULL
e77,식품,식재료,편키트랩)코울슬로드레싱,700,2+1
e78,식품,식재료,편키트랩)고소참깨드레싱,700,NULL
e79,식품,식재료,편키트랩)치폴레드레싱,700,-50%
e80,식품,식재료,대상)종가맛김치900g,13000,-30%
e81,식품,가공식품,HEYROO찐만두득템고기180g,1900,2+1
e82,식품,가공식품,자이언트)마라라볶이컵,3900,NULL
e83,식품,가공식품,태경)야땡매운양념소곱창,8900,-50%
e84,식품,가공식품,태경)야땡마늘양념특양,8900,NULL
e85,식품,가공식품,편키트랩)신림동백순대,8900,NULL
e86,식품,가공식품,풀무원)생물만두250g*3,10000,-50%
e87,식품,가공식품,신세계)호만두마라교자210,4400,NULL
e88,식품,가공식품,신세계)호만두명란교자210,4400,NULL
e89,식품,가공식품,신세계)호만두짬뽕교자210,4400,NULL
e90,식품,가공식품,자이언트)마라떡볶이컵,3600,-30%
e91,식품,가공식품,짱구)고기듬뿍차슈덮밥,6900,2+1
e92,식품,가공식품,편키트랩)마라누들떡볶이,8900,2+1
e93,식품,가공식품,CJ)백설카파오무쌉소스,4900,1+1
e94,식품,가공식품,CJ)백설치킨마크니커리,4900,2+1
e95,식품,가공식품,한일)매운김치우동,3500,NULL
e96,식품,가공식품,삼립)하이면고추우동2인,8000,NULL
e97,식품,가공식품,삼립)하이면감태칼국수2인,8000,-30%
e98,식품,가공식품,짱구)속풀리는김치칼국수,5500,NULL
e99,식품,가공식품,산리오)시나모롤마라납당,4800,-30%
e100,식품,가공식품,산리오)쿠로미의짬뽕납당,4800,1+1
e101,식품,가공식품,하림)얼큰닭육수쌀라면,1900,2+1
e102,식품,가공식품,하림)맑은닭육수쌀라면,1900,NULL
e103,식품,가공식품,팔도한끼)경양식함박덮밥,6900,2+1
e104,식품,가공식품,한일)가쓰오우동곱빼기,3700,-30%
e105,식품,가공식품,한일)유부듬뿍해물칼국수,3700,2+1
e106,식품,가공식품,오뚜기)열튀김우동컵,2000,NULL
e107,식품,가공식품,오뚜기)얼큰순대국밥,8500,2+1
e108,식품,가공식품,오뚜기)얼큰돼지국밥,8500,-30%
e109,식품,가공식품,하림)푸디버디소고기뭇국,4400,2+1
e110,식품,가공식품,하림)푸디버디미역국,4400,2+1
e111,식품,가공식품,팔도한끼)간장족발덮밥,6500,2+1
e112,식품,가공식품,호가든)크림후실리파스타,4300,2+1
e113,식품,가공식품,호가든)로제후실리파스타,4300,-50%
e114,식품,가공식품,사세)버팔로갈비윙봉220g,6900,-70%
e115,식품,가공식품,마이)부산식비빔당면,5500,NULL
e116,식품,가공식품,HEYROO라면득템,480,-70%
e117,식품,가공식품,하림)더미식새우교자315g,7000,NULL
e118,식품,가공식품,하림)더미식김치교자350g,6000,2+1
e119,식품,가공식품,하림)더미식고기교자350g,6000,NULL
e120,식품,가공식품,부일)새우소금구이(냉동),6500,NULL
e121,식품,가공식품,CJ)비비고해물완자340g,7900,NULL
e122,식품,가공식품,CJ)비비고한입떡갈비320g,7900,NULL
e123,식품,가공식품,CJ)비비고동그랑땡340g,7900,NULL
e124,식품,가공식품,하림)푸디버디하양라면80g,2400,NULL
e125,식품,가공식품,하림)푸디버디빨강라면84g,2400,NULL
e126,식품,가공식품,팔도)틈새라면고기짬뽕컵,1900,NULL
e127,식품,가공식품,CJ)소고기듬뿍미역국,9900,-50%
e128,식품,가공식품,CJ)소고기듬뿍육개장,9900,2+1
e129,식품,가공식품,CJ)소고기듬뿍설렁탕,9900,2+1
e130,식품,가공식품,풀무원)모찌버터우동2인,8000,1+1
e131,식품,가공식품,CJ)하이디라오용기면,3200,-30%
e132,식품,가공식품,팔도)마늘간장닭강정250g,5900,-30%
e133,식품,가공식품,팔도)매콤달콤닭강정250g,5900,NULL
e134,식품,가공식품,해태)열불날만두하지300g,5300,1+1
